ShelfID,ZoneID,ADR_ID
100101, B6_OHB01-ZONE01,10125
100102, B6_OHB01-ZONE01,11124
100103, B6_OHB01-ZONE01,19123
200104, B6_OHB01-ZONE01,19123
200105, B6_OHB01-ZONE01,11124
