ShelfID,ZoneID,ADR_ID
102003,B6_OHB01-ZONE04,99999
102103,B6_OHB01-ZONE04,99999
102203,B6_OHB01-ZONE04,99999
102303,B6_OHB01-ZONE04,99999
102403,B6_OHB01-ZONE04,99999
102503,B6_OHB01-ZONE04,99999
102603,B6_OHB01-ZONE04,99999
102703,B6_OHB01-ZONE04,99999
102803,B6_OHB01-ZONE04,99999
102903,B6_OHB01-ZONE04,99999
103003,B6_OHB01-ZONE04,99999
103103,B6_OHB01-ZONE04,99999
103203,B6_OHB01-ZONE04,99999
202503,B6_OHB01-ZONE04,99999
202603,B6_OHB01-ZONE04,99999
202703,B6_OHB01-ZONE04,99999
202803,B6_OHB01-ZONE04,99999
202903,B6_OHB01-ZONE04,99999
203003,B6_OHB01-ZONE04,99999
203103,B6_OHB01-ZONE04,99999
203203,B6_OHB01-ZONE04,99999
203303,B6_OHB01-ZONE04,99999
203403,B6_OHB01-ZONE04,99999
203503,B6_OHB01-ZONE04,99999
203603,B6_OHB01-ZONE04,99999
203703,B6_OHB01-ZONE04,99999
203803,B6_OHB01-ZONE04,99999
203903,B6_OHB01-ZONE04,99999
204003,B6_OHB01-ZONE04,99999
200104,B6_OHB01-ZONE05,12099
200204,B6_OHB01-ZONE05,12100
200304,B6_OHB01-ZONE05,12101
200404,B6_OHB01-ZONE05,12102
200504,B6_OHB01-ZONE05,12103
100504,B6_OHB01-ZONE05,12103
100804,B6_OHB01-ZONE05,12106
200804,B6_OHB01-ZONE05,12106
200904,B6_OHB01-ZONE05,12107
201004,B6_OHB01-ZONE05,12108
201104,B6_OHB01-ZONE05,12109
201204,B6_OHB01-ZONE05,12110
201404,B6_OHB01-ZONE05,12112
201504,B6_OHB01-ZONE05,12113
201604,B6_OHB01-ZONE05,12114
201704,B6_OHB01-ZONE05,12115
101704,B6_OHB01-ZONE05,12115
102004,B6_OHB01-ZONE05,12118
202004,B6_OHB01-ZONE05,12118
202104,B6_OHB01-ZONE05,12119
102104,B6_OHB01-ZONE05,12119
102204,B6_OHB01-ZONE05,12120
202204,B6_OHB01-ZONE05,12120
202304,B6_OHB01-ZONE05,12121
102304,B6_OHB01-ZONE05,12121
102404,B6_OHB01-ZONE05,12122
202404,B6_OHB01-ZONE05,12122
102504,B6_OHB01-ZONE05,12123
202504,B6_OHB01-ZONE05,12123
202604,B6_OHB01-ZONE05,12124
102604,B6_OHB01-ZONE05,12124
102704,B6_OHB01-ZONE05,12125
202704,B6_OHB01-ZONE05,12125
100604,B6_OHB01-ZONE05,14104
200604,B6_OHB01-ZONE05,14104
200704,B6_OHB01-ZONE05,14105
100704,B6_OHB01-ZONE05,14105
101804,B6_OHB01-ZONE05,14116
201804,B6_OHB01-ZONE05,14116
201904,B6_OHB01-ZONE05,14117
101904,B6_OHB01-ZONE05,14117
102804,B6_OHB01-ZONE05,14126
202804,B6_OHB01-ZONE05,14126
203004,B6_OHB01-ZONE05,99999
202904,B6_OHB01-ZONE05,99999
103004,B6_OHB01-ZONE05,99999
102904,B6_OHB01-ZONE05,99999
100304,B6_OHB01-ZONE05,99999
100404,B6_OHB01-ZONE05,99999
100104,B6_OHB01-ZONE05,99999
100204,B6_OHB01-ZONE05,99999
101304,B6_OHB01-ZONE05,99999
101404,B6_OHB01-ZONE05,99999
101604,B6_OHB01-ZONE05,99999
101504,B6_OHB01-ZONE05,99999
101104,B6_OHB01-ZONE05,99999
101204,B6_OHB01-ZONE05,99999
100904,B6_OHB01-ZONE05,99999
101004,B6_OHB01-ZONE05,99999
201304,B6_OHB01-ZONE05,99999
104004,B6_OHB01-ZONE06,99999
103904,B6_OHB01-ZONE06,99999
103804,B6_OHB01-ZONE06,99999
103704,B6_OHB01-ZONE06,99999
103604,B6_OHB01-ZONE06,99999
103504,B6_OHB01-ZONE06,99999
103404,B6_OHB01-ZONE06,99999
103304,B6_OHB01-ZONE06,99999
103204,B6_OHB01-ZONE06,99999
103104,B6_OHB01-ZONE06,99999
203204,B6_OHB01-ZONE06,99999
203104,B6_OHB01-ZONE06,99999
204004,B6_OHB01-ZONE06,99999
203904,B6_OHB01-ZONE06,99999
203804,B6_OHB01-ZONE06,99999
203704,B6_OHB01-ZONE06,99999
203604,B6_OHB01-ZONE06,99999
203504,B6_OHB01-ZONE06,99999
203404,B6_OHB01-ZONE06,99999
203304,B6_OHB01-ZONE06,99999
100105,B6_OHB01-ZONE07,12141
200105,B6_OHB01-ZONE07,12141
200205,B6_OHB01-ZONE07,12142
100205,B6_OHB01-ZONE07,12142
100305,B6_OHB01-ZONE07,12143
200305,B6_OHB01-ZONE07,12143
200405,B6_OHB01-ZONE07,12144
100405,B6_OHB01-ZONE07,12144
100705,B6_OHB01-ZONE07,99999
100805,B6_OHB01-ZONE07,99999
100605,B6_OHB01-ZONE07,99999
100505,B6_OHB01-ZONE07,99999
101005,B6_OHB01-ZONE07,99999
100905,B6_OHB01-ZONE07,99999
200705,B6_OHB01-ZONE07,99999
200805,B6_OHB01-ZONE07,99999
200605,B6_OHB01-ZONE07,99999
200505,B6_OHB01-ZONE07,99999
201005,B6_OHB01-ZONE07,99999
200905,B6_OHB01-ZONE07,99999
201105,B6_OHB01-ZONE08,12147
201205,B6_OHB01-ZONE08,12148
201305,B6_OHB01-ZONE08,12149
201405,B6_OHB01-ZONE08,12150
201505,B6_OHB01-ZONE08,12151
101505,B6_OHB01-ZONE08,12151
101805,B6_OHB01-ZONE08,12154
201805,B6_OHB01-ZONE08,12154
201905,B6_OHB01-ZONE08,12155
101905,B6_OHB01-ZONE08,12155
102005,B6_OHB01-ZONE08,12156
202005,B6_OHB01-ZONE08,12156
202105,B6_OHB01-ZONE08,12157
102105,B6_OHB01-ZONE08,12157
102205,B6_OHB01-ZONE08,12158
202205,B6_OHB01-ZONE08,12158
202305,B6_OHB01-ZONE08,12159
102305,B6_OHB01-ZONE08,12159
102405,B6_OHB01-ZONE08,12160
202405,B6_OHB01-ZONE08,12160
102505,B6_OHB01-ZONE08,12161
202505,B6_OHB01-ZONE08,12161
202605,B6_OHB01-ZONE08,12162
102605,B6_OHB01-ZONE08,12162
102805,B6_OHB01-ZONE08,12164
202805,B6_OHB01-ZONE08,12164
203005,B6_OHB01-ZONE08,12166
103005,B6_OHB01-ZONE08,12166
203105,B6_OHB01-ZONE08,12167
203205,B6_OHB01-ZONE08,12168
203305,B6_OHB01-ZONE08,12169
203405,B6_OHB01-ZONE08,12170
203505,B6_OHB01-ZONE08,12171
203605,B6_OHB01-ZONE08,12172
101605,B6_OHB01-ZONE08,14152
201605,B6_OHB01-ZONE08,14152
201705,B6_OHB01-ZONE08,14153
101705,B6_OHB01-ZONE08,14153
102705,B6_OHB01-ZONE08,14163
202705,B6_OHB01-ZONE08,14163
202905,B6_OHB01-ZONE08,14165
102905,B6_OHB01-ZONE08,14165
203705,B6_OHB01-ZONE08,14173
203805,B6_OHB01-ZONE08,14174
203905,B6_OHB01-ZONE08,99999
204005,B6_OHB01-ZONE08,99999
103105,B6_OHB01-ZONE08,99999
103205,B6_OHB01-ZONE08,99999
101405,B6_OHB01-ZONE08,99999
101305,B6_OHB01-ZONE08,99999
101205,B6_OHB01-ZONE08,99999
101105,B6_OHB01-ZONE08,99999
103305,B6_OHB01-ZONE08,99999
103405,B6_OHB01-ZONE08,99999
103505,B6_OHB01-ZONE08,99999
103605,B6_OHB01-ZONE08,99999
103705,B6_OHB01-ZONE08,99999
103805,B6_OHB01-ZONE08,99999
103905,B6_OHB01-ZONE08,99999
104005,B6_OHB01-ZONE08,99999
200506,B6_OHB01-ZONE09,99999
200606,B6_OHB01-ZONE09,99999
200806,B6_OHB01-ZONE09,99999
200706,B6_OHB01-ZONE09,99999
200406,B6_OHB01-ZONE09,99999
200306,B6_OHB01-ZONE09,99999
200206,B6_OHB01-ZONE09,99999
200106,B6_OHB01-ZONE09,99999
201706,B6_OHB01-ZONE09,99999
201806,B6_OHB01-ZONE09,99999
202006,B6_OHB01-ZONE09,99999
201906,B6_OHB01-ZONE09,99999
202406,B6_OHB01-ZONE09,99999
202306,B6_OHB01-ZONE09,99999
202206,B6_OHB01-ZONE09,99999
202106,B6_OHB01-ZONE09,99999
201606,B6_OHB01-ZONE09,99999
201506,B6_OHB01-ZONE09,99999
201406,B6_OHB01-ZONE09,99999
201306,B6_OHB01-ZONE09,99999
201206,B6_OHB01-ZONE09,99999
201106,B6_OHB01-ZONE09,99999
200906,B6_OHB01-ZONE09,99999
201006,B6_OHB01-ZONE09,99999
101106,B6_OHB01-ZONE09,99999
101206,B6_OHB01-ZONE09,99999
100906,B6_OHB01-ZONE09,99999
101006,B6_OHB01-ZONE09,99999
101306,B6_OHB01-ZONE09,99999
101406,B6_OHB01-ZONE09,99999
101606,B6_OHB01-ZONE09,99999
101506,B6_OHB01-ZONE09,99999
100506,B6_OHB01-ZONE09,99999
100606,B6_OHB01-ZONE09,99999
100806,B6_OHB01-ZONE09,99999
100706,B6_OHB01-ZONE09,99999
100406,B6_OHB01-ZONE09,99999
100306,B6_OHB01-ZONE09,99999
100206,B6_OHB01-ZONE09,99999
100106,B6_OHB01-ZONE09,99999
102906,B6_OHB01-ZONE09,99999
103006,B6_OHB01-ZONE09,99999
102706,B6_OHB01-ZONE09,99999
102806,B6_OHB01-ZONE09,99999
102606,B6_OHB01-ZONE09,99999
102506,B6_OHB01-ZONE09,99999
101706,B6_OHB01-ZONE09,99999
101806,B6_OHB01-ZONE09,99999
102006,B6_OHB01-ZONE09,99999
101906,B6_OHB01-ZONE09,99999
102406,B6_OHB01-ZONE09,99999
102306,B6_OHB01-ZONE09,99999
102206,B6_OHB01-ZONE09,99999
102106,B6_OHB01-ZONE09,99999
202906,B6_OHB01-ZONE09,99999
203006,B6_OHB01-ZONE09,99999
202706,B6_OHB01-ZONE09,99999
202806,B6_OHB01-ZONE09,99999
202606,B6_OHB01-ZONE09,99999
202506,B6_OHB01-ZONE09,99999
203206,B6_OHB01-ZONE10,99999
203106,B6_OHB01-ZONE10,99999
204006,B6_OHB01-ZONE10,99999
203906,B6_OHB01-ZONE10,99999
203806,B6_OHB01-ZONE10,99999
203706,B6_OHB01-ZONE10,99999
203606,B6_OHB01-ZONE10,99999
203506,B6_OHB01-ZONE10,99999
203406,B6_OHB01-ZONE10,99999
203306,B6_OHB01-ZONE10,99999
103206,B6_OHB01-ZONE10,99999
103106,B6_OHB01-ZONE10,99999
104006,B6_OHB01-ZONE10,99999
103906,B6_OHB01-ZONE10,99999
103806,B6_OHB01-ZONE10,99999
103706,B6_OHB01-ZONE10,99999
103606,B6_OHB01-ZONE10,99999
103506,B6_OHB01-ZONE10,99999
103406,B6_OHB01-ZONE10,99999
103306,B6_OHB01-ZONE10,99999
103307,B6_OHB01-ZONE11,99999
103407,B6_OHB01-ZONE11,99999
103507,B6_OHB01-ZONE11,99999
103607,B6_OHB01-ZONE11,99999
103707,B6_OHB01-ZONE11,99999
103807,B6_OHB01-ZONE11,99999
103907,B6_OHB01-ZONE11,99999
104007,B6_OHB01-ZONE11,99999
200107,B6_OHB01-ZONE11,99999
200207,B6_OHB01-ZONE11,99999
200307,B6_OHB01-ZONE11,99999
200407,B6_OHB01-ZONE11,99999
200707,B6_OHB01-ZONE11,99999
200807,B6_OHB01-ZONE11,99999
200607,B6_OHB01-ZONE11,99999
200507,B6_OHB01-ZONE11,99999
201007,B6_OHB01-ZONE11,99999
200907,B6_OHB01-ZONE11,99999
201107,B6_OHB01-ZONE11,99999
201207,B6_OHB01-ZONE11,99999
201307,B6_OHB01-ZONE11,99999
201407,B6_OHB01-ZONE11,99999
201507,B6_OHB01-ZONE11,99999
201607,B6_OHB01-ZONE11,99999
202107,B6_OHB01-ZONE11,99999
202207,B6_OHB01-ZONE11,99999
202307,B6_OHB01-ZONE11,99999
202407,B6_OHB01-ZONE11,99999
201907,B6_OHB01-ZONE11,99999
202007,B6_OHB01-ZONE11,99999
201807,B6_OHB01-ZONE11,99999
201707,B6_OHB01-ZONE11,99999
103107,B6_OHB01-ZONE11,99999
103207,B6_OHB01-ZONE11,99999
103007,B6_OHB01-ZONE11,99999
102907,B6_OHB01-ZONE11,99999
102507,B6_OHB01-ZONE11,99999
102607,B6_OHB01-ZONE11,99999
102807,B6_OHB01-ZONE11,99999
102707,B6_OHB01-ZONE11,99999
102107,B6_OHB01-ZONE11,99999
102207,B6_OHB01-ZONE11,99999
102307,B6_OHB01-ZONE11,99999
102407,B6_OHB01-ZONE11,99999
101907,B6_OHB01-ZONE11,99999
102007,B6_OHB01-ZONE11,99999
101807,B6_OHB01-ZONE11,99999
101707,B6_OHB01-ZONE11,99999
100107,B6_OHB01-ZONE11,99999
100207,B6_OHB01-ZONE11,99999
100307,B6_OHB01-ZONE11,99999
100407,B6_OHB01-ZONE11,99999
100707,B6_OHB01-ZONE11,99999
100807,B6_OHB01-ZONE11,99999
100607,B6_OHB01-ZONE11,99999
100507,B6_OHB01-ZONE11,99999
101507,B6_OHB01-ZONE11,99999
101607,B6_OHB01-ZONE11,99999
101407,B6_OHB01-ZONE11,99999
101307,B6_OHB01-ZONE11,99999
101007,B6_OHB01-ZONE11,99999
100907,B6_OHB01-ZONE11,99999
101207,B6_OHB01-ZONE11,99999
101107,B6_OHB01-ZONE11,99999
203307,B6_OHB01-ZONE11,99999
203407,B6_OHB01-ZONE11,99999
203507,B6_OHB01-ZONE11,99999
203607,B6_OHB01-ZONE11,99999
203707,B6_OHB01-ZONE11,99999
203807,B6_OHB01-ZONE11,99999
203907,B6_OHB01-ZONE11,99999
204007,B6_OHB01-ZONE11,99999
203107,B6_OHB01-ZONE11,99999
203207,B6_OHB01-ZONE11,99999
203007,B6_OHB01-ZONE11,99999
202907,B6_OHB01-ZONE11,99999
202507,B6_OHB01-ZONE11,99999
202607,B6_OHB01-ZONE11,99999
202807,B6_OHB01-ZONE11,99999
202707,B6_OHB01-ZONE11,99999
100108,B6_OHB01-ZONE12,12266
200108,B6_OHB01-ZONE12,12266
200408,B6_OHB01-ZONE12,12269
100408,B6_OHB01-ZONE12,12269
100508,B6_OHB01-ZONE12,12270
200508,B6_OHB01-ZONE12,12270
200608,B6_OHB01-ZONE12,12271
100608,B6_OHB01-ZONE12,12271
100708,B6_OHB01-ZONE12,12272
200708,B6_OHB01-ZONE12,12272
200808,B6_OHB01-ZONE12,12273
100808,B6_OHB01-ZONE12,12273
101008,B6_OHB01-ZONE12,12276
201008,B6_OHB01-ZONE12,12276
201108,B6_OHB01-ZONE12,12277
101108,B6_OHB01-ZONE12,12277
101208,B6_OHB01-ZONE12,12278
201208,B6_OHB01-ZONE12,12278
201308,B6_OHB01-ZONE12,12279
101308,B6_OHB01-ZONE12,12279
101408,B6_OHB01-ZONE12,12280
201408,B6_OHB01-ZONE12,12280
201708,B6_OHB01-ZONE12,12283
101708,B6_OHB01-ZONE12,12283
101808,B6_OHB01-ZONE12,12284
201808,B6_OHB01-ZONE12,12284
201908,B6_OHB01-ZONE12,12285
101908,B6_OHB01-ZONE12,12285
102008,B6_OHB01-ZONE12,12286
202008,B6_OHB01-ZONE12,12286
202308,B6_OHB01-ZONE12,12289
102308,B6_OHB01-ZONE12,12289
102408,B6_OHB01-ZONE12,12290
202408,B6_OHB01-ZONE12,12290
102508,B6_OHB01-ZONE12,12291
202508,B6_OHB01-ZONE12,12291
202608,B6_OHB01-ZONE12,12292
102608,B6_OHB01-ZONE12,12292
102808,B6_OHB01-ZONE12,12295
102908,B6_OHB01-ZONE12,12296
103008,B6_OHB01-ZONE12,12297
103108,B6_OHB01-ZONE12,12298
103208,B6_OHB01-ZONE12,12299
203208,B6_OHB01-ZONE12,12299
203508,B6_OHB01-ZONE12,12302
103508,B6_OHB01-ZONE12,12302
103608,B6_OHB01-ZONE12,12303
203608,B6_OHB01-ZONE12,12303
203708,B6_OHB01-ZONE12,12304
103708,B6_OHB01-ZONE12,12304
103808,B6_OHB01-ZONE12,12305
203808,B6_OHB01-ZONE12,12305
200208,B6_OHB01-ZONE12,14267
100208,B6_OHB01-ZONE12,14267
100308,B6_OHB01-ZONE12,14268
200308,B6_OHB01-ZONE12,14268
200908,B6_OHB01-ZONE12,14275
100908,B6_OHB01-ZONE12,14275
101508,B6_OHB01-ZONE12,14281
201508,B6_OHB01-ZONE12,14281
201608,B6_OHB01-ZONE12,14282
101608,B6_OHB01-ZONE12,14282
102108,B6_OHB01-ZONE12,14287
202108,B6_OHB01-ZONE12,14287
102208,B6_OHB01-ZONE12,14288
102708,B6_OHB01-ZONE12,14293
202708,B6_OHB01-ZONE12,14293
203308,B6_OHB01-ZONE12,14300
103308,B6_OHB01-ZONE12,14300
103408,B6_OHB01-ZONE12,14301
203408,B6_OHB01-ZONE12,14301
204008,B6_OHB01-ZONE12,99999
203908,B6_OHB01-ZONE12,99999
202808,B6_OHB01-ZONE12,99999
203108,B6_OHB01-ZONE12,99999
202908,B6_OHB01-ZONE12,99999
203008,B6_OHB01-ZONE12,99999
104008,B6_OHB01-ZONE12,99999
103908,B6_OHB01-ZONE12,99999
202208,B6_OHB01-ZONE12,99999
200109,B6_OHB01-ZONE13,12309
200209,B6_OHB01-ZONE13,12310
200309,B6_OHB01-ZONE13,12311
200409,B6_OHB01-ZONE13,12312
200509,B6_OHB01-ZONE13,12313
100509,B6_OHB01-ZONE13,12313
100609,B6_OHB01-ZONE13,12314
200609,B6_OHB01-ZONE13,12314
200909,B6_OHB01-ZONE13,12317
100909,B6_OHB01-ZONE13,12317
101009,B6_OHB01-ZONE13,12318
201009,B6_OHB01-ZONE13,12318
201109,B6_OHB01-ZONE13,12319
101109,B6_OHB01-ZONE13,12319
101209,B6_OHB01-ZONE13,12320
201209,B6_OHB01-ZONE13,12320
201509,B6_OHB01-ZONE13,12323
101509,B6_OHB01-ZONE13,12323
101609,B6_OHB01-ZONE13,12324
201609,B6_OHB01-ZONE13,12324
201709,B6_OHB01-ZONE13,12325
101709,B6_OHB01-ZONE13,12325
101809,B6_OHB01-ZONE13,12326
201809,B6_OHB01-ZONE13,12326
202109,B6_OHB01-ZONE13,12329
102109,B6_OHB01-ZONE13,12329
102209,B6_OHB01-ZONE13,12330
202209,B6_OHB01-ZONE13,12330
202309,B6_OHB01-ZONE13,12331
102309,B6_OHB01-ZONE13,12331
102409,B6_OHB01-ZONE13,12332
202409,B6_OHB01-ZONE13,12332
102509,B6_OHB01-ZONE13,12333
202509,B6_OHB01-ZONE13,12333
202809,B6_OHB01-ZONE13,12336
102809,B6_OHB01-ZONE13,12336
102909,B6_OHB01-ZONE13,12337
202909,B6_OHB01-ZONE13,12337
203009,B6_OHB01-ZONE13,12338
103009,B6_OHB01-ZONE13,12338
103109,B6_OHB01-ZONE13,12339
203109,B6_OHB01-ZONE13,12339
203409,B6_OHB01-ZONE13,12342
103409,B6_OHB01-ZONE13,12342
103509,B6_OHB01-ZONE13,12343
203509,B6_OHB01-ZONE13,12343
203609,B6_OHB01-ZONE13,12344
103609,B6_OHB01-ZONE13,12344
103709,B6_OHB01-ZONE13,12345
203709,B6_OHB01-ZONE13,12345
200709,B6_OHB01-ZONE13,14315
100709,B6_OHB01-ZONE13,14315
100809,B6_OHB01-ZONE13,14316
200809,B6_OHB01-ZONE13,14316
201309,B6_OHB01-ZONE13,14321
101309,B6_OHB01-ZONE13,14321
101409,B6_OHB01-ZONE13,14322
