Id,PositionX,PositionY,IsWorkStation,CanLeftLoad,CanLeftUnload,CanRightLoad,CanRightUnload,IsCharger,CouplerId,ChargeDirection,IsSegmentPoint,CanSpin,PioDirection,IsTR50,InsideSectionId,OffsetX,OffsetY,OffsetTheta,VehicleHeadAngle
10023,0,1620,True,True,False,False,False,False,None,None,True,False,Left,False,0
12024,0,2610,True,True,False,False,False,False,None,None,True,False,Left,False,0
12025,0,3300,True,True,False,False,False,False,None,None,True,False,Left,False,0
12026,0,4110,True,True,False,False,False,False,None,None,True,False,Left,False,0
12027,0,4800,True,True,False,False,False,False,None,None,True,False,Left,False,0
12028,0,5610,True,True,False,False,False,False,None,None,True,False,Left,False,0
12029,0,6300,True,True,False,False,False,False,None,None,True,False,Left,False,0
12030,0,7470,True,True,False,False,False,False,None,None,True,False,Left,False,0
12031,0,8160,True,True,False,False,False,False,None,None,True,False,Left,False,0
12032,0,9090,True,True,False,False,False,False,None,None,True,False,Left,False,0
12033,0,9780,True,True,False,False,False,False,None,None,True,False,Left,False,0
12034,0,10710,True,True,False,False,False,False,None,None,True,False,Left,False,0
12035,0,11400,True,True,False,False,False,False,None,None,True,False,Left,False,0
12036,0,12330,True,True,False,False,False,False,None,None,True,False,Left,False,0
12037,0,13020,True,True,False,False,False,False,None,None,True,False,Left,False,0
12038,0,13950,True,True,False,False,False,False,None,None,True,False,Left,False,0
12039,0,14640,True,True,False,False,False,False,None,None,True,False,Left,False,0
12040,0,15570,True,True,False,False,False,False,None,None,True,False,Left,False,0
12041,0,16260,True,True,False,False,False,False,None,None,True,False,Left,False,0
12042,0,17190,True,True,False,False,False,False,None,None,True,False,Left,False,0
12043,0,17880,True,True,False,False,False,False,None,None,True,False,Left,False,0
12044,0,18810,True,True,False,False,False,False,None,None,True,False,Left,False,0
12045,0,19500,True,True,False,False,False,False,None,None,True,False,Left,False,0
12046,0,20430,True,True,False,False,False,False,None,None,True,False,Left,False,0
12047,0,21120,True,True,False,False,False,False,None,None,True,False,Left,False,0
12048,0,22050,True,True,False,False,False,False,None,None,True,False,Left,False,0
12049,0,22740,True,True,False,False,False,False,None,None,True,False,Left,False,0
10050,0,23160,True,True,False,False,False,False,None,None,True,False,Left,False,0
10423,0,26160,True,True,False,False,False,False,None,None,True,False,Left,False,0
10051,2200,27280,True,True,False,False,False,False,None,None,True,False,Left,False,0
15052,4750,27280,True,True,False,False,False,False,None,None,True,False,Left,False,0
11053,9910,27280,True,True,False,False,False,False,None,None,True,False,Left,False,0
15056,14800,27280,True,True,False,False,False,False,None,None,True,False,Left,False,0
10057,15490,27280,True,True,False,False,False,False,None,None,True,False,Left,False,0
10420,18160,27280,True,True,False,False,False,False,None,None,True,False,Left,False,0
10058,20830,27280,True,True,False,False,False,False,None,None,True,False,Left,False,0
10059,23620,27280,True,True,False,False,False,False,None,None,True,False,Left,False,0
10060,26470,27280,True,True,False,False,False,False,None,None,True,False,Left,False,0
10061,30100,27280,True,True,False,False,False,False,None,None,True,False,Left,False,0
