Id,FromAddress,ToAddress,Speed,Type,PermitDirection
11,10001,20002,1000,Horizontal,Forward
21,20002,20003,1000,Horizontal,Forward
31,20003,15004,1000,Horizontal,Forward
41,15004,10005,1000,Horizontal,Forward
51,10005,10006,1000,Horizontal,Forward
61,10001,24007,1000,Vertical,Forward
71,10005,20008,1000,Vertical,Forward
81,10006,20009,1000,Vertical,Forward
91,15004,10010,1000,Horizontal,Forward
101,20011,20012,1000,Horizontal,Forward
111,10010,15013,1000,Horizontal,Forward
121,20012,15013,1000,Horizontal,Forward
131,15013,10014,1000,Horizontal,Forward
141,10014,15015,1000,Vertical,Forward
151,15015,15016,1000,Vertical,Forward
161,15015,20017,1000,Vertical,Forward
171,15016,20018,1000,Vertical,Forward
181,10014,10019,1000,Horizontal,Forward
191,15015,10020,1000,Horizontal,Forward
201,10019,10020,1000,Vertical,Forward
211,15016,10021,1000,Horizontal,Forward
221,10020,10021,1000,Vertical,Forward
231,10021,24022,1000,Vertical,Forward
241,20023,20024,1000,Horizontal,Forward
251,10019,15025,1000,Horizontal,Forward
261,20024,15025,1000,Horizontal,Forward
281,10020,15027,1000,Horizontal,Forward
291,15026,15027,1000,Horizontal,Forward
301,15027,10028,1000,Vertical,Forward
311,10028,20029,1000,Horizontal,Forward
321,20029,20030,1000,Horizontal,Forward
331,15026,20032,1000,Vertical,Forward
341,10031,20032,1000,Horizontal,Forward
351,15027,20033,1000,Vertical,Forward
371,10031,20034,1000,Vertical,Forward
381,20034,20035,1000,Horizontal,Forward
391,15036,20037,1000,Vertical,Forward
401,15025,15026,1000,Horizontal,Forward
421,15025,15036,1000,Horizontal,Forward
431,15036,15026,1000,Horizontal,Forward
